Age,Gender,EducationLevel,ExperienceYears,JobTitle,City,Industry,Department,Salary
26,Female,Bachelor,20,Sales Executive,Boston,Healthcare,Human Resources,92735.78
28,Female,Master,5,Manager,San Francisco,Retail,Sales,89930.65
24,Female,PhD,23,Analyst,Austin,Retail,Engineering,99984.54
25,Female,High School,30,Engineer,San Francisco,Finance,Finance,123004.99
45,Male,Bachelor,18,Manager,New York,Finance,Engineering,107142.3
42,Male,Master,11,Manager,Austin,Healthcare,Human Resources,91662.23
48,Female,High School,13,Sales Executive,Seattle,Finance,Engineering,98266.85
59,Female,PhD,11,Analyst,Austin,Healthcare,Engineering,107747.58
43,Female,Master,14,Data Scientist,Austin,Retail,Engineering,95578.2
24,Male,Master,18,Data Scientist,San Francisco,Education,Finance,98798.08
24,Female,High School,27,Engineer,Austin,Retail,Sales,85986.13
41,Male,Master,4,Analyst,Austin,Tech,Engineering,87439.65
57,Female,High School,4,Manager,New York,Retail,Marketing,94109.07
22,Female,PhD,5,Data Scientist,San Francisco,Tech,Human Resources,101370.45
27,Female,Bachelor,22,Engineer,New York,Finance,Marketing,108278.5
36,Male,High School,2,Analyst,San Francisco,Retail,Sales,89089.72
37,Female,Bachelor,32,Engineer,Seattle,Education,Human Resources,104850.57
40,Male,Master,20,Data Scientist,Austin,Retail,Sales,94004.49
43,Female,High School,19,Sales Executive,San Francisco,Retail,Human Resources,106445.22
54,Male,PhD,0,Sales Executive,Austin,Retail,Marketing,87622.44
31,Male,High School,16,Analyst,Austin,Healthcare,Marketing,84828.65
54,Female,High School,28,Engineer,Boston,Retail,Finance,116660.11
53,Male,High School,7,Manager,New York,Retail,Sales,89051.43
46,Female,Bachelor,25,Data Scientist,San Francisco,Education,Marketing,113169.61
22,Female,Bachelor,27,Sales Executive,Seattle,Tech,Human Resources,98924.78
43,Female,Master,33,Sales Executive,Boston,Tech,Engineering,122963.19
42,Female,Master,25,Engineer,New York,Education,Engineering,119832.81
54,Male,Master,12,Sales Executive,Seattle,Finance,Engineering,104159.85
35,Female,Master,12,Engineer,Seattle,Retail,Finance,102938.24
30,Male,High School,24,Data Scientist,Austin,Finance,Marketing,95399.21
35,Female,Bachelor,22,Engineer,New York,Education,Sales,107127.3
49,Male,Bachelor,21,Sales Executive,Boston,Finance,Sales,120172.09
43,Female,Bachelor,20,Engineer,San Francisco,Tech,Finance,117457.86
37,Male,Bachelor,29,Sales Executive,San Francisco,Healthcare,Human Resources,123596.3
29,Female,Master,10,Analyst,Boston,Finance,Marketing,99853.2
56,Female,High School,3,Sales Executive,Austin,Healthcare,Marketing,87161.09
29,Female,Bachelor,32,Sales Executive,Austin,Finance,Human Resources,109374.63
36,Male,PhD,11,Sales Executive,Seattle,Education,Human Resources,92731.87
56,Female,High School,8,Analyst,New York,Healthcare,Marketing,90099.35
53,Female,PhD,31,Manager,Seattle,Finance,Marketing,136676.14
51,Male,High School,10,Sales Executive,San Francisco,Education,Engineering,98783.99
26,Male,High School,23,Manager,Boston,Tech,Sales,97870.09
30,Female,High School,6,Data Scientist,New York,Retail,Engineering,77413.4
36,Male,PhD,7,Engineer,Boston,Education,Engineering,101203.01
24,Male,Bachelor,32,Manager,New York,Education,Sales,108178.33
42,Female,Bachelor,24,Data Scientist,San Francisco,Tech,Finance,116892.3
33,Male,PhD,0,Engineer,San Francisco,Healthcare,Finance,97507.19
36,Male,Bachelor,2,Sales Executive,New York,Finance,Finance,97506.31
49,Male,Master,27,Sales Executive,Austin,Healthcare,Finance,129096.7
26,Female,Bachelor,32,Sales Executive,New York,Education,Human Resources,116857.14
46,Male,Master,0,Analyst,San Francisco,Finance,Engineering,101961.09
31,Female,Master,26,Analyst,Boston,Retail,Human Resources,105681.25
44,Female,Master,34,Analyst,Seattle,Retail,Human Resources,112080.04
49,Male,PhD,9,Analyst,Boston,Finance,Sales,111530.56
23,Female,Bachelor,11,Data Scientist,San Francisco,Education,Finance,90970.06
30,Female,Bachelor,9,Data Scientist,Boston,Tech,Marketing,88569.07
21,Female,PhD,33,Sales Executive,Austin,Healthcare,Finance,115890.4
46,Female,PhD,23,Engineer,Austin,Healthcare,Engineering,112691.82
32,Male,Bachelor,27,Analyst,New York,Tech,Human Resources,113838.67
34,Female,PhD,21,Engineer,Boston,Tech,Engineering,112959.37
45,Female,PhD,15,Data Scientist,Boston,Retail,Human Resources,102007.09
28,Female,Master,12,Analyst,San Francisco,Tech,Human Resources,103295.14
24,Male,PhD,22,Data Scientist,New York,Finance,Human Resources,115953.88
48,Male,Master,13,Data Scientist,New York,Retail,Marketing,108316.1
27,Female,High School,31,Manager,Boston,Education,Finance,97642.34
30,Female,Master,2,Data Scientist,Seattle,Retail,Human Resources,85844.43
56,Male,Master,26,Sales Executive,Boston,Retail,Sales,113086.41
22,Male,PhD,18,Data Scientist,Boston,Healthcare,Human Resources,98074.47
46,Male,Bachelor,21,Analyst,Boston,Tech,Finance,103662.01
34,Female,High School,0,Sales Executive,Austin,Finance,Finance,76464.66
36,Male,High School,4,Data Scientist,New York,Tech,Marketing,84304.29
37,Male,High School,32,Sales Executive,Austin,Healthcare,Human Resources,101738.17
42,Female,Bachelor,18,Data Scientist,Seattle,Tech,Sales,106122.46
24,Female,High School,5,Sales Executive,San Francisco,Finance,Marketing,91166.2
39,Male,High School,14,Engineer,Seattle,Tech,Marketing,88624.38
22,Female,Bachelor,32,Manager,New York,Healthcare,Human Resources,112429.09
59,Female,High School,23,Sales Executive,San Francisco,Finance,Human Resources,128434.64
29,Female,PhD,26,Analyst,Seattle,Tech,Marketing,116269.75
39,Male,PhD,10,Manager,New York,Healthcare,Marketing,111682.22
36,Female,Master,22,Manager,Seattle,Healthcare,Marketing,107263.79
45,Female,Master,32,Data Scientist,San Francisco,Retail,Engineering,132188.39
38,Female,Master,28,Sales Executive,San Francisco,Finance,Marketing,128604.19
43,Female,PhD,30,Manager,Seattle,Finance,Finance,127902.73
41,Female,PhD,0,Analyst,Austin,Tech,Sales,91116.57
31,Female,PhD,33,Analyst,Seattle,Retail,Sales,113938.12
59,Female,Master,17,Analyst,Seattle,Finance,Human Resources,133901.24
24,Female,Master,17,Data Scientist,Seattle,Healthcare,Marketing,99488.87
45,Female,Master,5,Engineer,Austin,Finance,Sales,102802.1
52,Male,Master,0,Sales Executive,Boston,Retail,Sales,87563.16
50,Female,Master,29,Manager,San Francisco,Education,Finance,128666.54
46,Female,Master,3,Sales Executive,New York,Healthcare,Finance,102826.47
56,Female,PhD,31,Manager,San Francisco,Finance,Engineering,156514.76
54,Female,Bachelor,9,Data Scientist,San Francisco,Healthcare,Engineering,104729.73
29,Female,Bachelor,4,Sales Executive,Boston,Tech,Sales,81136.12
32,Female,Master,8,Data Scientist,San Francisco,Healthcare,Human Resources,101007.09
22,Male,Bachelor,4,Data Scientist,San Francisco,Finance,Sales,96297.99
58,Female,Bachelor,10,Sales Executive,Austin,Tech,Human Resources,102863.68
25,Female,PhD,34,Sales Executive,Austin,Tech,Sales,120083.68
25,Male,Master,26,Manager,Austin,Tech,Finance,105770.44
42,Male,Master,3,Analyst,Austin,Education,Marketing,80199.31
25,Male,Bachelor,9,Data Scientist,Austin,Education,Sales,75644.35
24,Female,Master,32,Engineer,New York,Tech,Engineering,112313.44
29,Female,Master,7,Manager,Boston,Finance,Human Resources,101393.68
49,Female,Master,23,Manager,Seattle,Tech,Human Resources,114669.96
42,Female,Master,32,Analyst,Austin,Tech,Sales,112179.24
47,Female,Bachelor,18,Analyst,Boston,Healthcare,Human Resources,116266.22
30,Female,High School,1,Data Scientist,Seattle,Healthcare,Engineering,58261.45
36,Male,Bachelor,10,Manager,San Francisco,Healthcare,Finance,100686.45
30,Female,PhD,34,Manager,San Francisco,Retail,Marketing,133572.32
26,Female,High School,16,Engineer,Boston,Healthcare,Marketing,84573.96
25,Male,High School,2,Data Scientist,New York,Healthcare,Human Resources,78327.29
26,Female,High School,21,Data Scientist,New York,Finance,Sales,106393.59
45,Male,Bachelor,34,Analyst,Boston,Education,Human Resources,105063.47
24,Male,PhD,20,Data Scientist,New York,Education,Engineering,101550.9
52,Male,Bachelor,24,Engineer,New York,Education,Sales,114697.89
55,Male,PhD,1,Data Scientist,San Francisco,Retail,Finance,106089.94
30,Female,Bachelor,0,Sales Executive,New York,Tech,Engineering,78268.0
54,Female,Bachelor,6,Sales Executive,New York,Healthcare,Finance,100900.33
56,Female,Bachelor,19,Engineer,Boston,Finance,Sales,119676.4
26,Female,High School,5,Analyst,New York,Retail,Finance,82449.68
36,Female,Bachelor,20,Manager,Austin,Education,Engineering,94041.37
39,Female,PhD,34,Data Scientist,Austin,Retail,Engineering,111956.63
54,Male,PhD,7,Analyst,Boston,Finance,Human Resources,116860.19
45,Male,PhD,3,Analyst,Austin,Retail,Sales,91945.47
51,Male,High School,15,Data Scientist,San Francisco,Education,Marketing,104682.5
37,Male,Bachelor,2,Manager,Boston,Tech,Marketing,83618.36
50,Male,Bachelor,6,Data Scientist,New York,Education,Finance,93709.01
59,Female,Master,1,Manager,Austin,Education,Marketing,93634.28
51,Female,High School,0,Engineer,San Francisco,Education,Marketing,89792.16
39,Male,PhD,0,Manager,Boston,Retail,Engineering,89169.79
55,Male,PhD,6,Analyst,Boston,Finance,Engineering,109771.35
49,Female,Bachelor,23,Engineer,New York,Education,Engineering,112866.79
21,Female,PhD,4,Sales Executive,Seattle,Retail,Marketing,73992.73
24,Female,Bachelor,20,Engineer,Austin,Finance,Finance,94078.08
48,Female,Bachelor,27,Manager,San Francisco,Tech,Sales,126233.58
38,Female,Master,17,Engineer,Boston,Education,Human Resources,97283.53
46,Male,High School,23,Engineer,Austin,Healthcare,Finance,97016.42
39,Male,Bachelor,31,Sales Executive,San Francisco,Retail,Engineering,122296.64
26,Male,Bachelor,32,Manager,San Francisco,Tech,Finance,118513.48
21,Female,Bachelor,9,Analyst,Boston,Tech,Sales,82677.39
28,Male,Master,8,Engineer,Austin,Tech,Engineering,82557.07
53,Male,Bachelor,32,Data Scientist,San Francisco,Retail,Sales,123893.34
41,Male,High School,32,Analyst,Boston,Finance,Human Resources,117468.22
44,Female,High School,6,Engineer,Austin,Healthcare,Finance,84165.01
45,Female,PhD,3,Analyst,Austin,Finance,Human Resources,92823.06
39,Female,High School,27,Data Scientist,Boston,Education,Marketing,105518.4
49,Female,PhD,22,Analyst,Austin,Healthcare,Finance,112590.87
30,Male,High School,31,Analyst,Seattle,Finance,Marketing,107528.49
32,Male,PhD,15,Data Scientist,San Francisco,Education,Sales,114522.94
53,Female,Bachelor,9,Data Scientist,San Francisco,Healthcare,Marketing,119624.83
27,Female,Master,13,Data Scientist,Austin,Retail,Sales,87223.24
37,Female,Master,33,Sales Executive,Boston,Education,Human Resources,114043.53
30,Male,Master,23,Data Scientist,New York,Finance,Engineering,118925.43
51,Female,Bachelor,17,Analyst,Austin,Healthcare,Human Resources,102605.68
26,Male,Master,15,Data Scientist,New York,Education,Marketing,90986.67
37,Female,High School,24,Engineer,Austin,Education,Sales,87080.83
57,Female,PhD,7,Data Scientist,New York,Retail,Marketing,110513.55
38,Female,Bachelor,23,Data Scientist,Austin,Education,Engineering,99645.28
46,Male,Master,19,Manager,Boston,Healthcare,Finance,111890.98
36,Female,High School,29,Analyst,New York,Tech,Finance,115257.12
28,Male,High School,19,Analyst,Seattle,Healthcare,Finance,86149.88
44,Male,Bachelor,17,Engineer,Boston,Healthcare,Marketing,107402.63
33,Female,Bachelor,3,Sales Executive,Austin,Retail,Finance,81607.95
49,Male,Master,5,Manager,New York,Retail,Sales,94276.76
52,Female,PhD,2,Engineer,San Francisco,Education,Engineering,101703.97
44,Female,Master,17,Engineer,Boston,Retail,Human Resources,101633.29
36,Female,Master,17,Analyst,New York,Education,Sales,109391.93
31,Female,Bachelor,22,Manager,Boston,Tech,Engineering,105805.61
52,Male,Master,34,Analyst,New York,Finance,Human Resources,140715.8
26,Male,Master,5,Sales Executive,San Francisco,Retail,Finance,79444.39
55,Female,PhD,25,Analyst,Seattle,Retail,Human Resources,114034.11
53,Female,High School,20,Data Scientist,San Francisco,Tech,Marketing,122023.68
38,Male,High School,23,Analyst,Austin,Retail,Marketing,81271.51
57,Male,PhD,14,Data Scientist,Boston,Tech,Finance,117603.3
33,Male,High School,26,Engineer,Seattle,Education,Finance,91633.0
30,Male,Master,31,Sales Executive,Boston,Retail,Sales,112268.79
57,Female,PhD,11,Data Scientist,New York,Retail,Sales,104162.88
46,Male,PhD,4,Sales Executive,Austin,Education,Marketing,90494.56
37,Male,Bachelor,6,Analyst,Austin,Retail,Engineering,78283.57
21,Female,High School,21,Analyst,Boston,Healthcare,Sales,87741.74
45,Female,Bachelor,26,Engineer,Austin,Tech,Engineering,111513.28
54,Male,Master,14,Analyst,Boston,Finance,Marketing,108294.9
59,Female,PhD,34,Data Scientist,New York,Healthcare,Sales,135889.97
30,Male,Master,25,Engineer,New York,Finance,Engineering,118367.85
40,Female,High School,22,Sales Executive,Boston,Healthcare,Engineering,101684.12
27,Male,Bachelor,12,Engineer,San Francisco,Healthcare,Sales,101063.67
36,Female,High School,25,Sales Executive,San Francisco,Healthcare,Finance,111864.32
57,Male,Master,2,Manager,New York,Tech,Human Resources,100900.62
49,Female,Bachelor,28,Data Scientist,Seattle,Finance,Finance,116514.74
32,Male,High School,1,Data Scientist,San Francisco,Education,Human Resources,87528.47
37,Female,Master,27,Sales Executive,Boston,Education,Engineering,120605.31
40,Female,High School,22,Analyst,New York,Retail,Sales,103044.99
46,Female,PhD,5,Analyst,Austin,Tech,Marketing,99721.53
39,Female,Bachelor,10,Manager,Austin,Tech,Sales,83730.94
32,Female,Bachelor,33,Sales Executive,San Francisco,Tech,Finance,124984.99
41,Male,Bachelor,16,Manager,Seattle,Healthcare,Human Resources,88072.16
54,Female,PhD,2,Sales Executive,San Francisco,Tech,Sales,120568.9
27,Female,Bachelor,33,Manager,Seattle,Education,Human Resources,106300.19
55,Male,PhD,21,Sales Executive,San Francisco,Tech,Finance,133211.96
35,Male,Bachelor,28,Data Scientist,Austin,Healthcare,Finance,97709.74
21,Female,High School,28,Manager,Seattle,Finance,Sales,101408.11
46,Female,High School,4,Manager,Austin,Tech,Marketing,74488.46
55,Female,High School,9,Sales Executive,Boston,Finance,Marketing,99927.78
45,Male,High School,9,Engineer,Boston,Retail,Human Resources,86575.04
35,Female,PhD,8,Engineer,New York,Healthcare,Sales,99936.07
42,Male,Master,20,Data Scientist,Austin,Tech,Engineering,105799.62
26,Male,Master,12,Analyst,Austin,Retail,Finance,94651.58
35,Male,High School,9,Analyst,New York,Retail,Human Resources,75558.41
44,Female,Master,10,Data Scientist,Boston,Finance,Finance,103139.25
41,Female,Master,3,Analyst,Boston,Education,Human Resources,87207.3
27,Female,Bachelor,30,Sales Executive,Seattle,Education,Sales,97846.78
49,Female,PhD,33,Engineer,Seattle,Education,Human Resources,126764.73
52,Male,High School,34,Data Scientist,Boston,Education,Human Resources,117701.58
52,Female,Master,32,Sales Executive,San Francisco,Healthcare,Engineering,136225.03
25,Male,Master,7,Data Scientist,Austin,Tech,Human Resources,85181.03
24,Female,High School,31,Engineer,Seattle,Tech,Marketing,91014.35
42,Male,Bachelor,32,Analyst,San Francisco,Healthcare,Human Resources,128363.2
38,Female,High School,7,Sales Executive,Seattle,Finance,Human Resources,88966.6
55,Female,Bachelor,13,Engineer,New York,Tech,Sales,107034.38
37,Male,Master,33,Data Scientist,Austin,Retail,Human Resources,117593.71
44,Female,PhD,7,Manager,Seattle,Tech,Engineering,100630.18
22,Female,Bachelor,6,Sales Executive,Boston,Healthcare,Sales,81126.67
33,Male,Bachelor,12,Data Scientist,New York,Finance,Finance,103295.48
35,Male,High School,20,Data Scientist,New York,Tech,Marketing,94246.97
25,Male,Master,31,Engineer,Boston,Healthcare,Marketing,106437.89
23,Male,PhD,10,Data Scientist,New York,Retail,Finance,93116.86
57,Female,High School,13,Sales Executive,Austin,Education,Human Resources,96410.6
57,Female,High School,10,Sales Executive,Seattle,Retail,Engineering,86210.88
57,Male,PhD,1,Data Scientist,New York,Retail,Engineering,103529.71
23,Female,Master,33,Engineer,Austin,Finance,Engineering,116773.67
55,Female,PhD,16,Sales Executive,Boston,Tech,Engineering,114502.48
43,Male,High School,13,Manager,Seattle,Education,Human Resources,81820.43
48,Male,High School,24,Analyst,Boston,Healthcare,Finance,102601.8
50,Female,Bachelor,26,Engineer,Seattle,Education,Finance,104285.98
38,Female,PhD,7,Engineer,New York,Tech,Marketing,100562.79
56,Male,PhD,16,Analyst,New York,Finance,Finance,133311.2
53,Male,PhD,4,Analyst,Seattle,Tech,Engineering,105427.16
46,Male,High School,11,Sales Executive,Austin,Healthcare,Human Resources,81585.35
37,Female,Master,17,Data Scientist,Austin,Education,Sales,96337.67
27,Male,High School,25,Data Scientist,Austin,Retail,Sales,84889.63
28,Male,Bachelor,30,Manager,San Francisco,Tech,Engineering,118401.34
51,Female,High School,5,Data Scientist,Austin,Finance,Marketing,90667.42
32,Male,High School,14,Manager,New York,Finance,Sales,92603.47
51,Male,High School,25,Manager,San Francisco,Education,Engineering,105540.08
39,Male,Bachelor,11,Engineer,Austin,Retail,Human Resources,83600.01
30,Female,PhD,13,Engineer,New York,Healthcare,Sales,104058.51
59,Female,Master,0,Sales Executive,San Francisco,Retail,Engineering,101386.93
32,Male,Master,16,Analyst,New York,Education,Sales,98752.52
40,Female,Bachelor,32,Analyst,Seattle,Retail,Human Resources,106939.43
57,Male,PhD,28,Manager,New York,Education,Finance,123114.87
27,Female,PhD,30,Analyst,San Francisco,Retail,Finance,121630.03
34,Female,Bachelor,7,Manager,Austin,Tech,Human Resources,71208.96
31,Male,High School,29,Analyst,San Francisco,Finance,Human Resources,115806.36
27,Male,PhD,12,Sales Executive,Austin,Education,Finance,88070.77
49,Female,Master,15,Engineer,Austin,Education,Human Resources,90282.59
30,Female,Bachelor,1,Engineer,Boston,Finance,Human Resources,92316.3
49,Female,Master,17,Manager,Seattle,Healthcare,Human Resources,106008.5
29,Female,High School,34,Analyst,Boston,Education,Finance,99707.43
56,Male,Bachelor,18,Data Scientist,San Francisco,Tech,Finance,130406.25
30,Female,Master,12,Sales Executive,Boston,Retail,Sales,91100.34
39,Male,Master,3,Analyst,Austin,Tech,Finance,89243.58
51,Male,High School,18,Data Scientist,San Francisco,Education,Sales,107292.08
37,Female,Bachelor,24,Sales Executive,Boston,Healthcare,Finance,102710.33
29,Female,PhD,30,Sales Executive,New York,Education,Marketing,120442.17
53,Female,PhD,3,Engineer,Seattle,Healthcare,Sales,85220.05
54,Male,Master,6,Manager,New York,Finance,Human Resources,103540.3
44,Male,High School,15,Analyst,San Francisco,Retail,Marketing,92378.01
29,Female,Master,4,Sales Executive,Boston,Tech,Finance,76433.58
27,Female,High School,22,Analyst,Austin,Healthcare,Finance,90727.85
36,Female,PhD,31,Sales Executive,Boston,Tech,Marketing,120045.99
39,Male,Master,23,Engineer,San Francisco,Finance,Engineering,133183.15
59,Male,Master,24,Manager,San Francisco,Education,Human Resources,127041.37
26,Female,High School,27,Data Scientist,San Francisco,Healthcare,Sales,103202.91
31,Male,Bachelor,18,Data Scientist,San Francisco,Retail,Marketing,100334.32
32,Male,High School,6,Engineer,Boston,Healthcare,Sales,84726.15
33,Male,Bachelor,16,Sales Executive,New York,Education,Finance,95418.72
32,Male,PhD,1,Engineer,Austin,Education,Engineering,87404.93
41,Female,Master,15,Manager,Austin,Retail,Engineering,98151.6
30,Female,Master,17,Data Scientist,Seattle,Retail,Sales,88300.31
40,Female,High School,0,Analyst,San Francisco,Finance,Finance,91718.11
56,Male,High School,2,Data Scientist,San Francisco,Tech,Engineering,96441.57
48,Female,PhD,20,Manager,San Francisco,Healthcare,Human Resources,120139.84
44,Female,PhD,29,Sales Executive,New York,Finance,Finance,127721.91
25,Male,Bachelor,10,Engineer,San Francisco,Tech,Marketing,94166.48
57,Male,PhD,21,Data Scientist,Seattle,Finance,Marketing,113470.66
32,Male,PhD,24,Data Scientist,Seattle,Retail,Marketing,98464.09
55,Female,PhD,2,Analyst,New York,Retail,Human Resources,104013.35
22,Female,PhD,29,Engineer,San Francisco,Education,Finance,112131.28
59,Male,Bachelor,23,Analyst,Boston,Healthcare,Sales,120985.59
29,Female,PhD,22,Analyst,Boston,Healthcare,Sales,111529.17
42,Female,Bachelor,7,Sales Executive,Austin,Healthcare,Finance,94300.88
25,Male,High School,3,Data Scientist,New York,Finance,Human Resources,94857.38
32,Male,Master,30,Engineer,Boston,Finance,Finance,123737.72
21,Female,High School,28,Sales Executive,Austin,Healthcare,Sales,87570.45
42,Female,PhD,12,Sales Executive,Seattle,Education,Finance,90727.88
58,Male,Master,8,Sales Executive,Austin,Tech,Marketing,93646.01
39,Male,PhD,20,Manager,San Francisco,Finance,Finance,138328.26
36,Male,PhD,2,Manager,San Francisco,Healthcare,Engineering,94542.38
51,Male,High School,24,Sales Executive,Seattle,Retail,Finance,97427.81
23,Female,PhD,24,Manager,New York,Finance,Sales,125523.96
43,Female,High School,11,Engineer,San Francisco,Tech,Sales,97131.16
38,Female,PhD,28,Data Scientist,San Francisco,Finance,Sales,142600.79
46,Female,Bachelor,10,Engineer,Austin,Tech,Marketing,91688.57
33,Female,Master,10,Data Scientist,Austin,Tech,Sales,91600.7
38,Male,High School,25,Manager,Austin,Finance,Engineering,101570.8
23,Male,High School,13,Engineer,Boston,Tech,Finance,78915.07
43,Male,Master,15,Analyst,Seattle,Finance,Human Resources,110981.58
23,Male,High School,9,Sales Executive,New York,Finance,Sales,92363.48
45,Female,Master,30,Data Scientist,Austin,Education,Finance,115203.31
47,Female,Bachelor,30,Data Scientist,New York,Retail,Marketing,120582.63
47,Male,PhD,9,Analyst,Austin,Tech,Finance,99380.01
59,Female,Bachelor,25,Analyst,San Francisco,Finance,Sales,136360.98
45,Male,PhD,19,Sales Executive,New York,Tech,Sales,125040.75
44,Female,Master,8,Manager,Boston,Finance,Sales,106096.27
28,Female,Bachelor,14,Engineer,Austin,Finance,Engineering,89990.98
29,Female,PhD,8,Engineer,Seattle,Finance,Finance,100337.79
57,Female,Master,6,Engineer,San Francisco,Retail,Human Resources,96573.55
50,Female,PhD,25,Manager,Austin,Tech,Engineering,120942.86
39,Female,High School,23,Sales Executive,New York,Retail,Human Resources,93995.09
36,Female,High School,11,Engineer,Austin,Retail,Sales,76153.12
44,Male,Master,19,Data Scientist,San Francisco,Retail,Human Resources,110966.28
41,Male,PhD,13,Data Scientist,Seattle,Retail,Human Resources,97802.55
56,Female,High School,21,Data Scientist,Seattle,Education,Engineering,92297.37
59,Male,Bachelor,15,Analyst,Seattle,Tech,Engineering,109086.37
26,Male,PhD,28,Analyst,San Francisco,Tech,Finance,129613.74
25,Male,PhD,31,Manager,Austin,Finance,Human Resources,112671.17
34,Male,High School,18,Engineer,San Francisco,Tech,Engineering,97249.27
24,Male,High School,34,Analyst,San Francisco,Retail,Finance,103507.91
28,Female,Master,31,Data Scientist,Austin,Healthcare,Human Resources,110770.61
44,Female,PhD,19,Analyst,Boston,Tech,Human Resources,114728.03
31,Female,Bachelor,19,Data Scientist,Seattle,Healthcare,Sales,92536.92
37,Male,High School,7,Engineer,New York,Education,Engineering,83809.11
41,Male,PhD,34,Manager,New York,Finance,Marketing,135205.04
46,Female,High School,12,Sales Executive,Austin,Finance,Engineering,95722.36
47,Male,Master,5,Sales Executive,New York,Finance,Sales,115136.54
36,Female,PhD,15,Data Scientist,Boston,Education,Finance,97586.84
46,Female,PhD,4,Analyst,San Francisco,Retail,Engineering,107180.62
53,Male,Master,33,Analyst,Seattle,Healthcare,Human Resources,123288.97
51,Male,Bachelor,5,Data Scientist,New York,Tech,Marketing,99248.15
26,Male,High School,32,Engineer,New York,Retail,Finance,108948.42
28,Female,Master,14,Data Scientist,Austin,Finance,Engineering,102010.52
27,Female,PhD,14,Engineer,Austin,Finance,Finance,101602.66
54,Female,Master,13,Manager,San Francisco,Retail,Human Resources,116704.09
34,Female,PhD,4,Manager,Seattle,Healthcare,Marketing,81469.98
36,Male,Master,25,Data Scientist,New York,Retail,Human Resources,99079.83
29,Female,Bachelor,16,Manager,San Francisco,Education,Marketing,96045.04
30,Male,PhD,15,Analyst,Seattle,Finance,Finance,101032.07
37,Female,Master,34,Engineer,San Francisco,Healthcare,Engineering,128352.01
32,Female,Bachelor,22,Sales Executive,New York,Tech,Marketing,112766.93
26,Female,Bachelor,12,Sales Executive,Austin,Finance,Human Resources,88016.06
39,Female,High School,32,Manager,Austin,Retail,Marketing,103260.37
49,Female,PhD,28,Engineer,Austin,Healthcare,Finance,124148.75
26,Female,High School,33,Analyst,Boston,Finance,Finance,101308.28
45,Male,Bachelor,33,Sales Executive,San Francisco,Tech,Finance,133158.99
44,Female,High School,26,Analyst,New York,Tech,Engineering,117996.6
45,Male,High School,14,Analyst,San Francisco,Retail,Finance,104844.46
36,Male,Master,8,Sales Executive,Austin,Education,Engineering,84673.52
36,Female,High School,25,Sales Executive,San Francisco,Retail,Sales,105621.81
26,Female,Bachelor,2,Manager,Seattle,Healthcare,Marketing,74948.8
57,Female,High School,4,Engineer,San Francisco,Retail,Human Resources,94363.72
41,Male,PhD,19,Data Scientist,Boston,Healthcare,Engineering,106601.27
24,Male,Master,19,Engineer,Boston,Education,Engineering,91239.56
54,Male,Bachelor,4,Data Scientist,Austin,Retail,Human Resources,86369.99
48,Male,High School,9,Sales Executive,New York,Tech,Marketing,96584.8
58,Female,PhD,15,Analyst,Seattle,Healthcare,Finance,113849.08
48,Male,Bachelor,24,Engineer,New York,Healthcare,Marketing,120806.52
37,Male,High School,24,Analyst,New York,Tech,Engineering,107226.86
34,Male,Master,29,Engineer,Seattle,Retail,Finance,99634.31
27,Male,High School,13,Engineer,Boston,Education,Sales,91880.01
42,Female,Bachelor,21,Analyst,Austin,Finance,Human Resources,104857.25
21,Female,Bachelor,27,Manager,San Francisco,Retail,Marketing,103068.08
49,Female,Bachelor,29,Sales Executive,Boston,Retail,Finance,112275.53
51,Female,PhD,18,Manager,Austin,Healthcare,Human Resources,110145.16
50,Female,High School,19,Manager,Boston,Healthcare,Marketing,101041.21
35,Male,High School,34,Engineer,Seattle,Education,Engineering,100006.36
38,Male,High School,21,Sales Executive,New York,Education,Engineering,104207.36
55,Male,Master,14,Engineer,Seattle,Education,Engineering,108439.26
50,Male,PhD,10,Data Scientist,San Francisco,Tech,Sales,128448.08
54,Male,PhD,33,Engineer,Seattle,Finance,Engineering,146185.51
31,Female,Master,23,Analyst,New York,Finance,Engineering,107974.7
47,Male,PhD,5,Engineer,Boston,Education,Engineering,100907.17
44,Female,Master,16,Data Scientist,Austin,Healthcare,Finance,94438.42
55,Female,Bachelor,27,Engineer,San Francisco,Finance,Human Resources,140293.19
59,Female,Bachelor,30,Data Scientist,Boston,Retail,Sales,118473.82
28,Male,PhD,8,Sales Executive,Austin,Tech,Marketing,87709.73
38,Male,Bachelor,9,Engineer,New York,Healthcare,Sales,89679.16
33,Male,Bachelor,20,Data Scientist,Seattle,Tech,Human Resources,94586.46
44,Female,Bachelor,33,Sales Executive,Boston,Retail,Engineering,108336.58
43,Female,High School,30,Analyst,Austin,Finance,Engineering,117509.91
32,Male,Bachelor,28,Manager,Austin,Tech,Marketing,103716.85
50,Female,High School,10,Data Scientist,Seattle,Tech,Sales,86382.91
51,Female,Master,32,Analyst,Boston,Tech,Sales,128982.32
48,Female,Master,0,Sales Executive,Boston,Retail,Marketing,88392.47
42,Male,Master,20,Analyst,New York,Healthcare,Sales,112724.87
48,Female,Master,22,Engineer,Boston,Healthcare,Sales,119633.0
33,Male,Master,8,Manager,Seattle,Retail,Sales,86853.82
45,Male,Bachelor,0,Data Scientist,Boston,Tech,Marketing,89455.3
